date,country_id,product,txn_amount_local,fee_bps,cost_bps,topup_fee_fixed,channel
2024-11-07,ARG,Card,1544.43,135,38,0,App
2024-11-27,ARG,Card,1118.38,115,25,0,App
2024-11-28,ARG,TopUp,36.95,0,0,1,App
2024-11-16,ARG,QR,307.08,46,23,0,App
2024-11-27,ARG,Card,882.45,131,38,0,App
2024-11-23,ARG,TopUp,49.13,0,0,2,App
2024-11-04,ARG,TopUp,36.74,0,0,1,QR
2024-11-26,ARG,Card,890.28,105,25,0,App
2024-11-19,ARG,QR,402.21,68,15,0,App
2024-11-09,ARG,QR,441.28,47,24,0,App
2024-11-01,ARG,TopUp,42.05,0,0,1,App
2024-11-07,ARG,Card,207.3,86,22,0,App
2024-11-05,ARG,QR,316.06,43,16,0,Web
2024-11-09,ARG,Card,1426.67,140,25,0,Web
2024-11-21,ARG,P2P,668.49,13,7,0,QR
2024-11-04,ARG,Card,1787.79,83,20,0,App
2024-11-25,ARG,TopUp,36.72,0,0,1,App
2024-11-09,ARG,Card,1249.83,128,20,0,App
2024-11-20,ARG,TopUp,25.03,0,0,2,App
2024-11-03,ARG,Card,726.77,97,22,0,App
2024-11-10,ARG,Card,893.76,95,29,0,Web
2024-11-04,ARG,P2P,101.5,24,10,0,App
2024-11-02,ARG,QR,433.51,82,16,0,POS
2024-11-01,ARG,P2P,731.2,28,9,0,App
2024-11-03,ARG,P2P,475.93,28,10,0,App
2024-11-25,ARG,TopUp,11.31,0,0,2,App
2024-11-21,ARG,Card,1352.11,109,25,0,App
2024-11-14,ARG,TopUp,21.86,0,0,2,Web
2024-11-24,ARG,Card,1364.99,81,37,0,Web
2024-11-20,ARG,TopUp,19.92,0,0,1,App
2024-11-04,ARG,P2P,865.52,30,13,0,App
2024-11-24,ARG,Card,722.17,120,31,0,QR
2024-11-04,ARG,QR,416.12,86,30,0,API
2024-11-01,ARG,TopUp,11.85,0,0,1,App
2024-11-05,ARG,P2P,992.08,27,14,0,App
2024-11-11,ARG,P2P,465.56,26,6,0,App
2024-11-17,ARG,Card,1826.59,103,25,0,App
2024-11-13,ARG,Loan,42200.1,807,91,0,App
2024-11-28,ARG,Card,1787.32,89,25,0,API
2024-11-19,ARG,Card,360.88,134,32,0,App
2024-11-24,ARG,QR,442.86,52,20,0,Web
2024-11-02,ARG,P2P,998.69,22,11,0,App
2024-11-22,ARG,Card,1218.31,138,26,0,App
2024-11-28,ARG,QR,420.04,59,21,0,App
2024-11-26,ARG,Card,1441.15,133,38,0,Web
2024-11-13,ARG,Card,1411.28,127,31,0,App
2024-11-24,ARG,Card,321.79,115,24,0,QR
2024-11-10,ARG,P2P,162.35,10,7,0,QR
2024-11-13,ARG,Card,313.37,131,32,0,App
2024-11-01,ARG,Card,722.35,105,40,0,App
2024-11-02,ARG,Card,716.11,107,38,0,Web
2024-11-27,ARG,P2P,513.84,16,10,0,App
2024-11-01,ARG,Card,1052.65,107,33,0,QR
2024-11-20,ARG,TopUp,7.12,0,0,2,QR
2024-11-01,ARG,Card,385.76,112,26,0,App
2024-11-20,ARG,QR,430.91,40,28,0,App
2024-11-21,ARG,Card,1821.79,131,30,0,Web
2024-11-11,ARG,Card,1996.28,106,20,0,App
2024-11-26,ARG,QR,128.6,84,28,0,App
2024-11-19,ARG,Card,1992.74,138,27,0,App
2024-11-22,ARG,P2P,400.77,10,15,0,App
2024-11-17,ARG,TopUp,39.02,0,0,1,App
2024-11-18,ARG,Card,1151.93,145,24,0,App
2024-11-23,ARG,QR,472.46,86,17,0,App
2024-11-21,ARG,Card,1084.13,105,40,0,App
2024-11-01,ARG,Card,290.86,132,33,0,App
2024-11-09,ARG,Card,331.57,104,35,0,App
2024-11-23,ARG,Card,1171.99,146,20,0,App
2024-11-05,ARG,Card,513.42,110,28,0,Web
2024-11-20,ARG,QR,245.68,64,30,0,App
2024-11-19,ARG,Card,1036.54,84,33,0,App
2024-11-06,ARG,Card,854.54,138,32,0,App
2024-11-25,ARG,TopUp,9.7,0,0,1,App
2024-11-04,ARG,Card,556.18,92,40,0,App
2024-11-12,ARG,QR,52.41,73,23,0,App
2024-11-28,ARG,Card,1009.77,122,38,0,Web
2024-11-04,ARG,QR,492.4,68,22,0,App
2024-11-13,ARG,P2P,254.93,10,7,0,App
2024-11-14,ARG,Card,1664.01,143,29,0,App
2024-11-06,ARG,Loan,78584.49,670,93,0,App
2024-11-05,ARG,Card,412.0,147,25,0,POS
2024-11-23,ARG,Card,1001.76,128,30,0,App
2024-11-26,ARG,QR,154.75,69,17,0,QR
2024-11-21,ARG,Card,1594.34,118,30,0,QR
2024-11-25,ARG,TopUp,26.45,0,0,1,App
2024-11-14,ARG,Card,1729.98,141,40,0,App
2024-11-17,ARG,Card,1986.58,119,28,0,App
2024-11-18,ARG,Loan,41779.04,916,115,0,App
2024-11-20,ARG,TopUp,10.08,0,0,2,Web
2024-11-14,ARG,QR,209.9,40,30,0,App
2024-11-28,ARG,TopUp,7.09,0,0,1,App
2024-11-04,ARG,Card,272.99,88,22,0,App
2024-11-10,ARG,TopUp,34.71,0,0,1,QR
2024-11-18,ARG,Card,1861.3,99,37,0,App
2024-11-04,ARG,P2P,888.38,22,12,0,App
2024-11-07,ARG,QR,130.06,48,19,0,Web
2024-11-28,ARG,Card,1537.99,144,33,0,POS
2024-11-14,ARG,Card,1871.94,85,23,0,App
2024-11-24,ARG,Loan,42765.72,588,146,0,QR
2024-11-10,ARG,Card,958.87,126,23,0,App
2024-11-22,ARG,TopUp,23.02,0,0,2,QR
2024-11-04,ARG,TopUp,26.39,0,0,1,App
2024-11-15,ARG,Card,1138.3,114,23,0,App
2024-11-14,ARG,Card,1303.41,104,25,0,POS
2024-11-20,ARG,Card,1184.81,120,40,0,App
2024-11-20,ARG,TopUp,39.43,0,0,2,App
2024-11-27,ARG,QR,400.89,71,29,0,App
2024-11-14,ARG,TopUp,19.34,0,0,1,App
2024-11-18,ARG,P2P,820.76,16,7,0,App
2024-11-09,ARG,QR,393.77,69,15,0,App
2024-11-14,ARG,P2P,285.86,29,6,0,App
2024-11-13,ARG,Card,1086.6,115,30,0,App
2024-11-14,ARG,TopUp,45.55,0,0,1,QR
2024-11-17,ARG,Card,1461.61,92,20,0,Web
2024-11-06,ARG,QR,151.33,89,28,0,Web
2024-11-24,ARG,Card,1744.04,107,32,0,App
2024-11-24,ARG,Card,917.21,80,40,0,App
2024-11-23,ARG,Card,1846.58,149,35,0,QR
2024-11-22,ARG,P2P,319.57,16,14,0,App
2024-11-22,ARG,QR,203.71,43,23,0,App
2024-11-14,ARG,P2P,383.29,14,12,0,App
2024-11-26,ARG,TopUp,42.16,0,0,1,Web
2024-11-17,ARG,TopUp,6.83,0,0,1,App
2024-11-24,ARG,TopUp,6.24,0,0,2,App
2024-11-14,ARG,TopUp,36.25,0,0,2,App
2024-11-24,ARG,Card,1943.77,144,30,0,App
2024-11-15,ARG,P2P,403.73,21,11,0,POS
2024-11-04,ARG,QR,426.14,89,21,0,Web
2024-11-05,ARG,Card,1075.01,86,35,0,App
2024-11-21,ARG,Card,1079.0,129,40,0,App
2024-11-22,ARG,Card,380.55,95,37,0,App
2024-11-03,ARG,Card,974.3,115,20,0,App
2024-11-16,ARG,P2P,959.86,15,15,0,App
2024-11-18,ARG,TopUp,35.47,0,0,1,App
2024-11-06,ARG,Loan,23745.72,580,125,0,App
2024-11-12,ARG,Card,1390.77,142,21,0,App
2024-11-02,ARG,Card,1420.48,114,25,0,QR
2024-11-21,ARG,QR,118.39,68,29,0,App
2024-11-17,ARG,Card,1309.47,135,26,0,App
2024-11-09,ARG,QR,140.69,42,29,0,App
2024-11-23,ARG,Card,290.17,128,33,0,App
2024-11-14,ARG,Card,397.62,149,37,0,App
2024-11-25,ARG,TopUp,20.04,0,0,1,App
2024-11-11,ARG,QR,155.15,77,22,0,Web
2024-11-16,ARG,TopUp,22.28,0,0,2,QR
2024-11-04,ARG,Card,431.65,97,25,0,QR
2024-11-06,ARG,Card,1412.3,146,25,0,App
2024-11-13,ARG,Card,620.3,82,32,0,App
2024-11-24,ARG,P2P,890.62,19,11,0,App
2024-11-28,ARG,P2P,818.11,30,15,0,Referral
2024-11-01,ARG,P2P,183.08,17,10,0,App
2024-11-19,ARG,Loan,86846.72,964,107,0,App
2024-11-03,ARG,Card,1486.17,132,36,0,QR
2024-11-21,ARG,TopUp,8.0,0,0,1,App
2024-11-15,ARG,TopUp,17.81,0,0,2,App
2024-11-04,ARG,P2P,436.87,25,7,0,App
2024-11-28,ARG,TopUp,33.93,0,0,2,App
2024-11-12,ARG,QR,195.04,46,21,0,Web
2024-11-25,ARG,Loan,87912.26,833,88,0,App
2024-11-23,ARG,Loan,48683.7,669,128,0,App
2024-11-07,ARG,TopUp,45.51,0,0,2,QR
2024-11-16,ARG,Card,1978.94,150,23,0,App
2024-11-17,ARG,P2P,690.31,16,9,0,App
2024-11-17,ARG,QR,448.16,69,29,0,Web
2024-11-26,ARG,Card,1552.64,138,21,0,App
2024-11-10,ARG,Card,559.28,121,21,0,App
2024-11-17,ARG,QR,409.15,42,28,0,App
2024-11-21,ARG,Card,881.25,105,25,0,QR
2024-11-12,ARG,Card,628.17,133,30,0,App
2024-11-09,ARG,P2P,323.06,25,15,0,App
2024-11-16,ARG,TopUp,19.37,0,0,1,App
2024-11-08,ARG,Card,1902.18,121,25,0,Web
2024-11-13,ARG,Card,1813.72,88,26,0,App
2024-11-05,ARG,Card,1930.87,111,27,0,Web
2024-11-25,ARG,Card,494.52,87,29,0,App
2024-11-12,ARG,Card,980.97,80,35,0,App
2024-11-15,ARG,QR,357.73,80,22,0,App
2024-11-28,ARG,P2P,254.72,15,8,0,App
2024-11-08,ARG,P2P,995.0,27,14,0,App
2024-11-15,ARG,Card,620.36,144,40,0,App
2024-11-13,ARG,P2P,466.49,29,9,0,App
2024-11-27,ARG,Card,1084.93,92,35,0,App
2024-11-22,ARG,P2P,846.1,27,7,0,App
2024-11-22,ARG,TopUp,39.8,0,0,2,Web
2024-11-13,ARG,QR,384.81,81,20,0,App
2024-11-06,ARG,TopUp,49.21,0,0,2,Web
2024-11-12,ARG,P2P,137.05,20,11,0,App
2024-11-07,ARG,Card,1287.11,129,21,0,App
2024-11-22,ARG,QR,366.74,69,22,0,App
2024-11-20,ARG,Card,1520.21,100,31,0,App
2024-11-12,ARG,P2P,318.35,22,5,0,App
2024-11-01,ARG,Card,1786.51,132,27,0,Web
2024-11-03,ARG,TopUp,14.31,0,0,1,App
2024-11-24,ARG,QR,425.47,54,22,0,QR
2024-11-23,ARG,P2P,350.5,10,12,0,Web
2024-11-28,ARG,P2P,417.69,19,15,0,App
2024-11-11,ARG,Loan,67038.51,661,90,0,App
2024-11-02,ARG,Card,662.14,139,34,0,App
2024-11-25,ARG,P2P,178.59,21,12,0,App
2024-11-18,ARG,QR,323.24,59,30,0,App
2024-11-27,ARG,Card,380.29,80,38,0,App
2024-11-27,ARG,Card,858.58,117,30,0,Web
2024-11-09,ARG,Card,1996.07,91,36,0,Referral
2024-11-13,ARG,QR,384.83,49,16,0,App
2024-11-15,ARG,P2P,117.66,13,13,0,App
2024-11-02,ARG,Card,1024.6,111,39,0,QR
2024-11-07,ARG,P2P,421.87,22,11,0,App
2024-11-08,ARG,Loan,62718.14,688,137,0,QR
2024-11-12,ARG,P2P,936.47,28,9,0,App
2024-11-17,ARG,QR,220.3,85,26,0,App
2024-11-08,ARG,Card,976.61,150,31,0,App
2024-11-26,ARG,Card,1533.48,93,33,0,App
2024-11-07,ARG,Card,687.26,140,37,0,App
2024-11-01,ARG,Card,211.52,83,35,0,App
2024-11-02,ARG,QR,285.17,65,16,0,Web
2024-11-01,ARG,P2P,617.92,15,13,0,App
2024-11-27,ARG,Card,813.2,80,39,0,QR
2024-11-11,ARG,Card,1855.53,118,30,0,App
2024-11-01,ARG,QR,283.97,75,25,0,App
2024-11-02,ARG,Card,1599.66,83,37,0,QR
2024-11-14,ARG,QR,382.24,83,15,0,App
2024-11-10,ARG,Loan,74502.17,837,103,0,Web
2024-11-06,ARG,Card,1181.84,102,27,0,App
2024-11-27,ARG,Card,1282.89,109,27,0,QR
2024-11-10,ARG,Card,1660.72,84,33,0,App
2024-11-21,ARG,TopUp,12.6,0,0,2,App
2024-11-09,ARG,Card,1531.63,99,22,0,App
2024-11-01,ARG,Card,442.27,80,27,0,Web
2024-11-07,ARG,P2P,844.88,17,5,0,App
2024-11-03,ARG,QR,186.68,80,28,0,App
2024-11-15,ARG,Loan,15199.31,880,128,0,Web
2024-11-20,ARG,Card,1206.96,110,26,0,App
2024-11-13,ARG,Card,1290.23,138,31,0,App
2024-11-27,ARG,Loan,18250.73,598,112,0,App
2024-11-27,ARG,Card,871.53,117,28,0,App
2024-11-27,ARG,TopUp,44.8,0,0,1,App
2024-11-07,ARG,P2P,895.13,13,8,0,App
2024-11-17,ARG,P2P,724.82,11,12,0,App
2024-11-04,ARG,Card,353.75,87,22,0,Web
2024-11-23,ARG,Loan,34041.23,817,144,0,App
2024-11-27,ARG,P2P,643.62,28,14,0,App
2024-11-11,ARG,Card,1260.79,98,37,0,App
2024-11-20,ARG,Loan,97735.82,545,133,0,App
2024-11-27,ARG,TopUp,35.23,0,0,1,QR
2024-11-12,ARG,Card,1906.85,91,35,0,QR
2024-11-07,ARG,P2P,459.95,13,14,0,Web
2024-11-26,ARG,QR,484.99,65,24,0,POS
2024-11-08,ARG,Card,492.46,136,31,0,Web
2024-11-17,ARG,Card,1212.11,125,37,0,App
2024-11-24,ARG,Card,704.79,100,32,0,App
2024-11-26,ARG,QR,191.32,47,22,0,Web
2024-11-03,ARG,QR,486.41,52,26,0,API
2024-11-06,ARG,QR,111.35,51,25,0,App
2024-11-26,ARG,Card,1396.86,122,35,0,Web
2024-11-21,ARG,TopUp,47.6,0,0,2,App
2024-11-20,ARG,Card,989.42,109,30,0,App
2024-11-25,ARG,Card,975.79,87,21,0,App
2024-11-17,ARG,Card,624.36,83,28,0,QR
2024-11-01,ARG,P2P,535.94,11,10,0,App
2024-11-11,ARG,QR,208.22,86,27,0,QR
2024-11-08,ARG,Card,356.16,90,40,0,Web
2024-11-24,ARG,Card,1451.75,102,25,0,QR
2024-11-28,ARG,P2P,501.46,26,13,0,POS
2024-11-07,ARG,QR,151.25,65,20,0,App
2024-11-10,ARG,QR,362.03,56,26,0,App
2024-11-11,ARG,TopUp,47.2,0,0,2,QR
2024-11-12,ARG,Card,607.95,145,31,0,POS
2024-11-11,ARG,Card,381.48,94,20,0,QR
2024-11-22,ARG,Card,1215.26,117,35,0,App
2024-11-02,ARG,P2P,998.3,22,6,0,App
2024-11-14,ARG,Card,1290.15,114,34,0,Web
2024-11-14,ARG,P2P,312.0,25,10,0,App
2024-11-21,ARG,P2P,558.87,20,10,0,App
2024-11-11,ARG,P2P,642.02,23,15,0,App
2024-11-01,ARG,TopUp,48.45,0,0,2,App
2024-11-25,ARG,TopUp,44.26,0,0,2,Web
2024-11-03,ARG,QR,66.38,43,21,0,App
2024-11-16,ARG,P2P,703.73,19,11,0,App
2024-11-03,ARG,QR,420.18,44,21,0,App
2024-11-10,ARG,Card,1902.75,81,21,0,App
2024-11-09,ARG,Card,1143.69,105,31,0,App
2024-11-10,ARG,P2P,357.3,19,10,0,Web
2024-11-26,ARG,Loan,50810.59,696,107,0,App
2024-11-17,ARG,Card,507.7,134,27,0,POS
2024-11-19,ARG,Card,1650.25,89,21,0,Web
2024-11-26,ARG,P2P,466.81,11,10,0,App
2024-11-10,ARG,TopUp,38.15,0,0,1,App
2024-11-11,ARG,Loan,37135.61,848,101,0,App
2024-11-28,ARG,Card,447.14,126,24,0,App
2024-11-03,ARG,Card,1834.72,129,25,0,App
2024-11-28,ARG,QR,72.8,43,24,0,QR
2024-11-02,ARG,P2P,740.24,22,11,0,App
2024-11-21,ARG,P2P,958.14,14,5,0,QR
2024-11-03,ARG,TopUp,35.18,0,0,1,App
2024-11-26,ARG,TopUp,40.31,0,0,1,App
2024-11-03,ARG,TopUp,40.71,0,0,2,Web
2024-11-02,ARG,TopUp,14.48,0,0,1,App
2024-11-20,ARG,QR,485.71,68,27,0,QR
2024-11-24,ARG,QR,356.6,55,20,0,App
2024-11-09,ARG,TopUp,36.4,0,0,2,App
2024-11-20,ARG,Card,1963.94,103,20,0,App
2024-11-15,ARG,Card,1116.78,108,31,0,App
2024-11-12,ARG,Card,1502.96,89,24,0,App
2024-11-06,ARG,Loan,24673.89,678,138,0,Web
2024-11-10,ARG,Card,1251.8,144,28,0,App
2024-11-07,ARG,P2P,644.71,15,14,0,App
2024-11-09,ARG,Card,1464.09,148,36,0,App
2024-11-24,ARG,Loan,69656.86,703,82,0,App
2024-11-16,ARG,Card,1311.32,80,20,0,Web
2024-11-11,ARG,P2P,183.51,26,5,0,Web
2024-11-21,ARG,P2P,618.54,26,15,0,Web
2024-11-09,ARG,Card,1318.18,150,36,0,App
2024-11-19,ARG,Card,1405.43,115,40,0,App
2024-11-05,ARG,TopUp,8.54,0,0,1,App
2024-11-13,ARG,Card,1024.08,93,24,0,App
2024-11-13,ARG,Card,1742.97,117,22,0,App
2024-11-27,ARG,Card,892.37,150,34,0,Web
2024-11-12,ARG,P2P,447.39,21,13,0,App
2024-11-08,ARG,QR,229.69,53,21,0,App
2024-11-05,ARG,P2P,241.89,18,9,0,QR
2024-11-11,ARG,P2P,702.52,17,12,0,App
2024-11-04,ARG,Loan,41477.89,814,131,0,App
2024-11-14,ARG,Card,392.61,116,25,0,App
2024-11-23,ARG,Card,699.65,108,34,0,App
2024-11-07,ARG,Card,1896.38,93,26,0,App
2024-11-03,ARG,TopUp,26.17,0,0,2,API
2024-11-02,ARG,Card,1996.52,114,20,0,App
2024-11-07,ARG,Card,1298.06,138,24,0,App
2024-11-02,ARG,P2P,234.11,14,13,0,App
2024-11-14,ARG,P2P,100.62,18,9,0,App
2024-11-03,ARG,TopUp,6.04,0,0,2,App
2024-11-19,ARG,P2P,468.5,18,12,0,App
2024-11-24,ARG,Card,949.3,120,22,0,App
2024-11-26,ARG,Loan,28932.75,640,119,0,App
2024-11-24,ARG,Card,754.25,146,29,0,Web
2024-11-04,ARG,Card,1710.12,80,38,0,App
2024-11-19,ARG,Card,1739.43,110,38,0,App
2024-11-02,ARG,Card,407.02,120,22,0,App
2024-11-26,ARG,Card,1240.36,139,23,0,App
2024-11-06,ARG,TopUp,41.84,0,0,2,App
2024-11-06,ARG,Loan,48149.82,524,130,0,Web
2024-11-24,ARG,TopUp,36.51,0,0,1,App
2024-11-18,ARG,Card,1362.75,86,28,0,Web
2024-11-18,ARG,TopUp,6.96,0,0,1,Web
2024-11-20,ARG,Card,758.42,138,30,0,App
2024-11-27,ARG,P2P,645.03,26,11,0,App
2024-11-04,ARG,QR,214.44,67,22,0,App
2024-11-28,ARG,QR,182.33,50,21,0,App
2024-11-03,ARG,Card,1579.4,95,38,0,App
2024-11-03,ARG,P2P,519.38,10,13,0,Web
2024-11-11,ARG,QR,360.42,49,27,0,App
2024-11-17,ARG,Card,740.78,85,21,0,Web
2024-11-07,ARG,Loan,10870.62,708,120,0,App
2024-11-18,ARG,QR,489.15,59,25,0,App
2024-11-26,ARG,Card,797.11,83,34,0,Referral
2024-11-07,ARG,QR,127.19,58,16,0,App
2024-11-17,ARG,QR,212.2,45,24,0,App
2024-11-28,ARG,P2P,374.65,18,11,0,App
2024-11-20,ARG,P2P,708.58,22,8,0,Referral
2024-11-15,ARG,QR,403.78,40,26,0,App
2024-11-07,ARG,TopUp,49.85,0,0,2,QR
2024-11-20,ARG,Card,1242.78,129,40,0,App
2024-11-18,ARG,Card,396.45,118,30,0,App
2024-11-24,ARG,QR,241.57,59,30,0,App
2024-11-17,ARG,Card,1036.73,91,32,0,Web
2024-11-27,ARG,QR,206.22,88,24,0,App
2024-11-01,ARG,Card,860.96,139,33,0,App
2024-11-23,ARG,P2P,464.83,15,9,0,App
2024-11-04,ARG,Card,669.46,127,36,0,App
2024-11-25,ARG,Card,1392.68,131,40,0,App
2024-11-13,ARG,Card,1905.21,88,21,0,App
2024-11-22,ARG,TopUp,27.68,0,0,2,Web
2024-11-15,ARG,TopUp,44.04,0,0,2,App
2024-11-14,ARG,Card,1263.49,129,20,0,API
2024-11-13,ARG,P2P,260.12,14,7,0,Referral
2024-11-09,ARG,Card,1393.84,128,33,0,POS
2024-11-28,ARG,Card,589.2,126,23,0,App
2024-11-02,ARG,TopUp,48.56,0,0,2,App
2024-11-14,ARG,Card,1438.68,138,21,0,App
2024-11-15,ARG,P2P,357.9,28,7,0,App
2024-11-07,ARG,QR,302.38,88,25,0,App
2024-11-05,ARG,TopUp,9.32,0,0,1,QR
2024-11-12,ARG,Card,1859.69,105,24,0,Web
2024-11-10,ARG,Card,1517.83,115,25,0,App
2024-11-24,ARG,P2P,632.96,23,12,0,App
2024-11-04,ARG,QR,304.82,82,30,0,App
2024-11-13,ARG,Card,330.52,137,28,0,App
2024-11-18,ARG,QR,86.31,87,26,0,App
2024-11-05,ARG,Card,646.94,82,36,0,App
2024-11-24,ARG,Card,947.13,148,22,0,App
2024-11-13,ARG,QR,354.85,80,22,0,Web
2024-11-04,ARG,Card,524.04,86,37,0,App
2024-11-19,ARG,P2P,137.05,24,8,0,App
2024-11-22,ARG,QR,259.48,84,23,0,App
2024-11-10,ARG,Card,1613.91,127,40,0,App
2024-11-14,ARG,Card,952.67,145,38,0,QR
2024-11-17,ARG,Card,1984.24,125,29,0,App
2024-11-12,ARG,Loan,80654.68,631,96,0,App
2024-11-28,ARG,Loan,31905.53,594,128,0,App
2024-11-26,ARG,QR,182.17,60,21,0,App
2024-11-11,ARG,TopUp,20.14,0,0,2,QR
2024-11-20,ARG,TopUp,29.95,0,0,1,App
2024-11-13,ARG,QR,222.85,47,30,0,App
2024-11-20,ARG,Card,591.44,131,32,0,API
2024-11-25,ARG,QR,329.37,83,24,0,App
2024-11-23,ARG,Card,1035.78,116,31,0,App
2024-11-16,ARG,TopUp,47.01,0,0,2,App
2024-11-22,ARG,TopUp,19.12,0,0,2,App
2024-11-28,ARG,Card,1657.23,126,29,0,App
2024-11-21,ARG,Card,531.23,127,25,0,QR
2024-11-26,ARG,P2P,827.23,30,6,0,App
2024-11-05,ARG,Card,1278.03,123,33,0,Web
2024-11-12,ARG,Card,824.01,119,39,0,Web
2024-11-23,ARG,Loan,67753.32,785,114,0,App
2024-11-20,ARG,Card,1587.92,140,39,0,App
2024-11-09,ARG,Card,1383.99,121,21,0,Web
2024-11-27,ARG,TopUp,15.37,0,0,2,QR
2024-11-22,ARG,TopUp,23.86,0,0,1,App
2024-11-07,ARG,QR,387.52,80,25,0,App
2024-11-23,ARG,Card,1913.88,148,29,0,App
2024-11-01,ARG,P2P,926.69,13,7,0,App
2024-11-05,ARG,P2P,856.92,20,9,0,App
2024-11-19,ARG,Card,1494.32,144,28,0,App
2024-11-09,ARG,P2P,591.4,17,12,0,App
2024-11-08,ARG,Card,933.26,144,39,0,App
2024-11-15,ARG,TopUp,49.02,0,0,1,Web
2024-11-16,ARG,Loan,65939.24,846,133,0,App
2024-11-01,ARG,QR,178.93,56,17,0,App
2024-11-05,ARG,Card,1123.07,83,25,0,App
2024-11-08,ARG,QR,447.49,53,25,0,QR
2024-11-26,ARG,TopUp,20.96,0,0,2,App
2024-11-18,ARG,Card,964.15,140,37,0,App
2024-11-17,ARG,TopUp,22.79,0,0,1,App
2024-11-26,ARG,TopUp,30.4,0,0,1,App
2024-11-27,ARG,Card,888.91,149,31,0,App
2024-11-08,ARG,QR,211.2,63,23,0,App
2024-11-17,ARG,Card,1419.81,88,35,0,Web
2024-11-19,ARG,Card,1134.29,125,26,0,App
2024-11-09,ARG,P2P,781.72,14,11,0,Web
2024-11-18,ARG,Card,1222.51,115,35,0,Web
2024-11-02,ARG,P2P,329.41,16,14,0,POS
2024-11-09,ARG,QR,437.6,47,20,0,App
2024-11-03,ARG,QR,145.67,61,29,0,App
2024-11-10,ARG,QR,273.45,44,27,0,App
2024-11-17,ARG,Card,647.51,133,28,0,App
2024-11-16,ARG,QR,456.48,48,30,0,App
2024-11-03,ARG,Card,1708.16,137,29,0,Web
2024-11-02,ARG,QR,463.32,43,29,0,POS
2024-11-04,ARG,QR,235.06,85,21,0,App
2024-11-28,ARG,TopUp,8.16,0,0,2,App
2024-11-15,ARG,Card,317.82,140,39,0,App
2024-11-07,ARG,P2P,929.04,16,7,0,App
2024-11-15,ARG,P2P,650.57,21,11,0,QR
2024-11-13,ARG,Card,435.64,88,33,0,App
2024-11-02,ARG,P2P,660.37,30,14,0,App
2024-11-04,ARG,Card,496.08,139,29,0,App
2024-11-27,ARG,Card,762.6,142,39,0,App
2024-11-13,ARG,QR,418.78,70,29,0,App
2024-11-08,ARG,Card,1264.14,132,20,0,App
2024-11-06,ARG,Card,1502.95,139,24,0,App
2024-11-05,ARG,QR,473.91,81,19,0,App
2024-11-06,ARG,Card,1288.3,126,27,0,App
2024-11-13,ARG,QR,465.85,59,16,0,App
2024-11-26,ARG,Card,890.04,119,21,0,QR
2024-11-18,ARG,Card,610.96,140,31,0,Web
2024-11-07,ARG,Card,1529.72,122,40,0,App
2024-11-15,ARG,Card,607.81,83,20,0,Web
2024-11-03,ARG,Card,287.7,134,31,0,App
2024-11-01,ARG,P2P,130.87,21,12,0,App
2024-11-15,ARG,Card,1683.95,130,28,0,App
2024-11-15,ARG,Card,1720.2,128,30,0,App
2024-11-05,ARG,Loan,68920.38,854,82,0,App
2024-11-25,ARG,Card,1853.13,128,31,0,App
2024-11-13,ARG,Card,1675.15,125,35,0,App
2024-11-21,ARG,QR,85.27,89,21,0,App
2024-11-02,ARG,Card,1354.77,96,37,0,App
2024-11-15,ARG,Card,1993.53,95,37,0,App
2024-11-16,ARG,Card,1347.41,97,30,0,App
2024-11-17,ARG,P2P,750.5,15,7,0,App
2024-11-08,ARG,QR,60.88,57,22,0,App
2024-11-11,ARG,QR,416.55,79,24,0,App
2024-11-10,ARG,QR,489.75,83,27,0,App
2024-11-04,ARG,QR,421.94,63,18,0,App
2024-11-10,ARG,P2P,135.27,11,15,0,App
2024-11-22,ARG,Card,1958.18,83,33,0,POS
2024-11-18,ARG,QR,195.73,66,24,0,App
2024-11-23,ARG,TopUp,24.39,0,0,1,Web
2024-11-27,ARG,P2P,231.86,23,15,0,App
2024-11-16,ARG,Card,1422.25,119,26,0,App
2024-11-07,ARG,Loan,81260.1,847,93,0,App
2024-11-04,ARG,QR,135.11,59,22,0,App
2024-11-11,ARG,Card,971.54,116,37,0,App
2024-11-27,ARG,Card,294.79,85,33,0,App
2024-11-01,ARG,TopUp,26.91,0,0,1,App
2024-11-09,ARG,Loan,59248.07,905,116,0,Web
2024-11-14,ARG,Card,892.61,107,40,0,App
2024-11-28,ARG,Card,1596.78,148,24,0,QR
2024-11-02,ARG,QR,110.68,66,29,0,Web
2024-11-08,ARG,Card,1383.77,95,23,0,Web
2024-11-25,ARG,Card,1393.29,131,26,0,Web
2024-11-21,ARG,Card,664.57,107,36,0,App
2024-11-09,ARG,P2P,767.16,25,15,0,QR
2024-11-18,ARG,Card,259.41,114,23,0,App
2024-11-10,ARG,Loan,44579.83,866,104,0,App
2024-11-05,ARG,Card,1690.1,148,28,0,App
2024-11-23,ARG,P2P,997.33,25,14,0,App
2024-11-27,ARG,QR,57.99,60,21,0,App
2024-11-10,ARG,Card,1621.71,100,34,0,Web
2024-11-02,ARG,Card,1928.23,112,39,0,App
2024-11-08,ARG,QR,217.83,80,28,0,Web
2024-11-13,ARG,Loan,35158.47,831,139,0,App
2024-11-26,ARG,TopUp,13.51,0,0,2,App
2024-11-02,ARG,Card,1518.73,149,28,0,Web
2024-11-11,ARG,P2P,749.55,17,14,0,App
